id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401756912104904101,40175691219,401756912,19,4,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,31,4,"{'seconds': 58, 'minutes': 9}",3.0,3.0,41,41,3,7,0,False,Pass Incompletion,Rocco Becht pass incomplete to Brett Eskildsen,2025-10-04T19:07:21.000Z,-1.0381135967514794
401756912104905201,40175691219,401756912,19,5,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,31,4,"{'seconds': 47, 'minutes': 9}",3.0,3.0,41,41,4,7,16,False,Pass Reception,Rocco Becht pass complete to Xavier Townsend for 16 yds to the CIN 25 for a 1ST down,2025-10-04T19:08:09.000Z,3.1092460504597934
401756912104906501,40175691219,401756912,19,7,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,31,4,"{'seconds': 34, 'minutes': 9}",3.0,2.0,25,25,1,10,6,False,Rush,Abu Sama III run for 6 yds to the CIN 19,2025-10-04T19:11:07.000Z,0.1956069877394565
401756912104909801,40175691219,401756912,19,8,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,31,4,"{'seconds': 1, 'minutes': 9}",3.0,2.0,19,19,2,4,1,False,Rush,Abu Sama III run for 1 yd to the CIN 18,2025-10-04T19:11:48.000Z,-0.381708376726151
401756912104918001,40175691219,401756912,19,9,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,31,4,"{'seconds': 19, 'minutes': 8}",3.0,2.0,18,18,3,3,2,False,Rush,Abu Sama III run for 2 yds to the CIN 16,2025-10-04T19:12:21.000Z,-0.2852699389810043
401756912104925901,40175691219,401756912,19,10,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,31,4,"{'seconds': 40, 'minutes': 7}",3.0,2.0,16,16,4,1,0,False,Rush,Rocco Becht run for no gain to the CIN 16,2025-10-04T19:13:05.000Z,-3.8285443097662437
401756912104938501,40175691220,401756912,20,3,Cincinnati,Big 12,31,Iowa State,Cincinnati,Iowa State,Big 12,22,4,"{'seconds': 14, 'minutes': 6}",2.0,3.0,23,77,3,3,-5,False,Penalty,"(06:15) PENALTY CIN False Start (Cotton,Joe) 5 yards from CIN23 to CIN18. NO PLAY.",2025-10-04T19:18:39.000Z,
401756912104926501,40175691220,401756912,20,1,Cincinnati,Big 12,31,Iowa State,Cincinnati,Iowa State,Big 12,22,4,"{'seconds': 34, 'minutes': 7}",2.0,3.0,16,84,1,10,3,False,Rush,Brendan Sorsby run for 3 yds to the CIN 19,2025-10-04T19:17:12.000Z,-0.1951535561947866
401756912104934601,40175691220,401756912,20,2,Cincinnati,Big 12,31,Iowa State,Cincinnati,Iowa State,Big 12,22,4,"{'seconds': 53, 'minutes': 6}",2.0,3.0,19,81,2,7,4,False,Rush,Tawee Walker run for 4 yds to the CIN 23,2025-10-04T19:17:51.000Z,-0.0542604525916941
401756912104944201,40175691220,401756912,20,4,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,22,4,"{'seconds': 57, 'minutes': 5}",2.0,3.0,18,82,3,8,82,True,Passing Touchdown,Brendan Sorsby pass complete to Caleb Goodie for 82 yds for a TD (Stephen Rusnak KICK),2025-10-04T19:19:26.000Z,7.178352243541706
401756912104944203,40175691221,401756912,21,1,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,22,4,"{'seconds': 57, 'minutes': 5}",2.0,3.0,35,65,1,10,0,False,Kickoff,Stephen Rusnak kickoff for 65 yds for a touchback,2025-10-04T19:19:56.000Z,
401756912104955502,40175691221,401756912,21,6,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 44, 'minutes': 4}",3.0,1.0,58,58,4,5,0,False,Timeout,"Timeout Cincinnati, clock 04:44",2025-10-04T19:26:31.000Z,
401756912104968502,40175691221,401756912,21,11,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 14, 'minutes': 3}",3.0,0.0,28,28,4,11,0,False,Timeout,"Timeout Cincinnati, clock 03:14",2025-10-04T19:31:19.000Z,
401756912104979901,40175691221,401756912,21,16,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 0, 'minutes': 2}",3.0,-1.0,3,3,4,3,0,False,Timeout,"Timeout Cincinnati, clock 02:00",2025-10-04T18:49:40.000Z,
401756912104984304,40175691221,401756912,21,18,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,22,4,"{'seconds': 56, 'minutes': 1}",-2.0,3.0,49,51,1,10,0,False,Timeout,"Timeout Cincinnati, clock 01:56",2025-10-04T19:39:09.000Z,
401756912104944801,40175691221,401756912,21,2,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 51, 'minutes': 5}",3.0,2.0,75,75,1,10,12,False,Pass Reception,Rocco Becht pass complete to Brett Eskildsen for 12 yds to the ISU 37 for a 1ST down,2025-10-04T19:24:14.000Z,1.0272443261435713
401756912104947101,40175691221,401756912,21,3,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 28, 'minutes': 5}",3.0,2.0,63,63,1,10,0,False,Pass Incompletion,Rocco Becht pass incomplete to Chase Sowell,2025-10-04T19:24:43.000Z,-1.065701080215459
401756912104948101,40175691221,401756912,21,4,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 18, 'minutes': 5}",3.0,2.0,63,63,2,10,5,False,Pass Reception,Rocco Becht pass complete to Brett Eskildsen for 5 yds to the ISU 42,2025-10-04T19:25:12.000Z,0.062211084497986
401756912104955501,40175691221,401756912,21,5,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 44, 'minutes': 4}",3.0,2.0,58,58,3,5,0,False,Pass Incompletion,Rocco Becht pass incomplete to Brett Eskildsen,2025-10-04T19:25:46.000Z,-0.69319973884107
401756912104957101,40175691221,401756912,21,7,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 28, 'minutes': 4}",3.0,1.0,58,58,4,5,31,False,Pass Reception,Rocco Becht pass complete to Chase Sowell for 31 yds to the CIN 27 for a 1ST down,2025-10-04T19:27:57.000Z,4.005919686744807
401756912104959101,40175691221,401756912,21,8,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 8, 'minutes': 4}",3.0,1.0,27,27,1,10,-4,False,Sack,Rocco Becht sacked by Jalen Hunt for a loss of 4 yards to the CIN 31,2025-10-04T19:28:45.000Z,-1.0398220379482304
401756912104964501,40175691221,401756912,21,9,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 54, 'minutes': 3}",3.0,1.0,31,31,2,14,3,False,Pass Reception,Rocco Becht pass complete to Benjamin Brahmer for 3 yds to the CIN 28,2025-10-04T19:29:58.000Z,-0.2970776443000745
401756912104968501,40175691221,401756912,21,10,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 14, 'minutes': 3}",3.0,1.0,28,28,3,11,0,False,Pass Incompletion,Rocco Becht pass incomplete to Gabe Burkle,2025-10-04T19:30:43.000Z,-0.9685908790651218
401756912104969502,40175691221,401756912,21,12,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 4, 'minutes': 3}",3.0,0.0,28,28,4,11,20,False,Pass Reception,"Rocco Becht pass complete to Chase Sowell for 12 yds to the CIN 16 for a 1ST down Cincinnati Penalty, Face Mask (8 yards) (Trevon Gola-Callard) to the CIN 8 for a 1ST down",2025-10-04T19:32:58.000Z,2.7271718340052207
401756912104974801,40175691221,401756912,21,13,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 51, 'minutes': 2}",3.0,0.0,8,8,1,8,-3,False,Sack,Rocco Becht sacked by Jake Golday for a loss of 3 yards to the CIN 11,2025-10-04T19:33:46.000Z,-0.5368064821257245
401756912104978001,40175691221,401756912,21,14,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 19, 'minutes': 2}",3.0,0.0,11,11,2,11,0,False,Pass Incompletion,Rocco Becht pass incomplete to Benjamin Brahmer,2025-10-04T19:34:22.000Z,-0.2964634983560065
401756912104978801,40175691221,401756912,21,15,Iowa State,Big 12,22,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 11, 'minutes': 2}",3.0,0.0,11,11,3,11,8,False,Pass Reception,Rocco Becht pass complete to Brett Eskildsen for 8 yds to the CIN 3,2025-10-04T19:35:11.000Z,0.236523004679041
401756912104984301,40175691221,401756912,21,17,Iowa State,Big 12,30,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 56, 'minutes': 1}",3.0,-1.0,3,3,4,3,3,True,Passing Touchdown,Chase Sowell 3 Yd pass from Rocco Becht (Rocco Becht Pass to Benjamin Brahmer for Two-Point Conversion),2025-10-04T19:39:09.000Z,2.916346544502382
401756912104984401,40175691222,401756912,22,1,Iowa State,Big 12,30,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 55, 'minutes': 1}",3.0,-2.0,65,65,1,10,0,False,Kickoff,Chase Smith kickoff for 16 yds,2025-10-04T19:42:51.000Z,
401756912104989301,40175691222,401756912,22,4,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 6, 'minutes': 1}",-3.0,3.0,44,56,3,15,0,False,Timeout,"Timeout Cincinnati, clock 01:06",2025-10-04T18:49:40.000Z,
401756912104984901,40175691222,401756912,22,2,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 50, 'minutes': 1}",-2.0,3.0,49,51,1,10,-1,False,Rush,Brendan Sorsby run for a loss of 1 yard to the CIN 48,2025-10-04T19:43:53.000Z,-1.3640009968051154
401756912104986001,40175691222,401756912,22,3,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 39, 'minutes': 1}",-2.0,3.0,48,52,2,11,-4,False,Rush,B. Sorsby takes a knee,2025-10-04T19:44:37.000Z,-1.4706475344366838
401756912104994101,40175691222,401756912,22,5,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 58, 'minutes': 0}",-3.0,3.0,44,56,3,15,2,False,Rush,Tawee Walker run for 2 yds to the CIN 46,2025-10-04T19:47:14.000Z,-0.23243975022088126
401756912104997901,40175691222,401756912,22,6,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 20, 'minutes': 0}",-3.0,3.0,46,54,4,13,-5,False,Penalty,PENALTY CIN Delay Of Game 5 yards from CIN46 to CIN41. NO PLAY.,2025-10-04T19:47:35.000Z,
401756912104998801,40175691222,401756912,22,7,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 11, 'minutes': 0}",-3.0,3.0,41,59,4,18,0,False,Punt,Max Fletcher punt for 34 yds,2025-10-04T19:48:12.000Z,
401756912104998805,40175691222,401756912,22,8,Cincinnati,Big 12,38,Iowa State,Cincinnati,Iowa State,Big 12,30,4,"{'seconds': 11, 'minutes': 0}",-3.0,3.0,41,59,4,18,0,False,Punt,Max Fletcher punt for 34 yds,2025-10-04T19:48:12.000Z,
401756912104999903,40175691223,401756912,23,3,Iowa State,Big 12,30,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 0, 'minutes': 0}",3.0,-3.0,51,51,0,10,0,False,End of Game,End of 4th Quarter,2025-10-04T19:52:25.000Z,
401756912104999301,40175691223,401756912,23,1,Iowa State,Big 12,30,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 6, 'minutes': 0}",3.0,-3.0,65,65,1,10,0,False,Pass Incompletion,Rocco Becht pass incomplete to Benjamin Brahmer,2025-10-04T19:50:51.000Z,-1.0146424556055624
401756912104999901,40175691223,401756912,23,2,Iowa State,Big 12,30,Cincinnati,Cincinnati,Iowa State,Big 12,38,4,"{'seconds': 0, 'minutes': 0}",3.0,-3.0,65,65,2,10,14,False,Pass Reception,Rocco Becht pass complete to Gabe Burkle for 14 yds to the ISU 49 for a 1ST down,2025-10-04T19:52:42.000Z,2.3339922624039584
401756918101849903,4017569181,401756918,1,1,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 0, 'minutes': 15}",3.0,3.0,35,65,1,10,0,False,Kickoff,Buck Buchanan kickoff for 65 yds for a touchback,2025-10-11T19:36:30.000Z,
401756918101876701,4017569181,401756918,1,7,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 32, 'minutes': 12}",3.0,3.0,26,26,1,10,-10,False,Penalty,"Iowa State Penalty, Offensive Holding (-10 Yards) to the COLO 28",2025-10-11T19:40:14.000Z,
401756918101879306,4017569181,401756918,1,11,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 6, 'minutes': 12}",3.0,3.0,28,28,4,12,-5,False,Penalty,(12:05) PENALTY ISU Delay Of Game 5 yards from COLO28 to COLO33. NO PLAY.,2025-10-11T19:42:12.000Z,
401756918101884001,4017569181,401756918,1,12,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 59, 'minutes': 11}",3.0,3.0,33,33,4,17,0,False,Punt,Tyler Perkins punt for 28 yds,2025-10-11T19:44:00.000Z,
401756918101855201,4017569181,401756918,1,2,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 47, 'minutes': 14}",3.0,3.0,75,75,1,10,14,False,Pass Reception,Rocco Becht pass complete to Gabe Burkle for 14 yds to the ISU 39 for a 1ST down,2025-10-11T19:36:30.000Z,1.2227390832564555
401756918101858801,4017569181,401756918,1,3,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 11, 'minutes': 14}",3.0,3.0,61,61,1,10,6,False,Rush,Rocco Becht run for 6 yds to the ISU 45,2025-10-11T19:36:30.000Z,0.4026034463137036
401756918101865101,4017569181,401756918,1,4,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 48, 'minutes': 13}",3.0,3.0,55,55,2,4,12,False,Rush,Abu Sama III run for 12 yds to the COLO 43 for a 1ST down,2025-10-11T19:36:30.000Z,1.1000425022203082
401756918101868501,4017569181,401756918,1,5,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 14, 'minutes': 13}",3.0,3.0,43,43,1,10,0,False,Pass Incompletion,Rocco Becht pass incomplete to Benjamin Brahmer,2025-10-11T19:38:03.000Z,-0.9391692565688832
401756918101869301,4017569181,401756918,1,6,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 6, 'minutes': 13}",3.0,3.0,43,43,2,10,17,False,Rush,Abu Sama III run for 17 yds to the COLO 26 for a 1ST down,2025-10-11T19:39:04.000Z,1.5715372220915569
401756918101878502,4017569181,401756918,1,8,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 14, 'minutes': 12}",3.0,3.0,28,28,1,12,0,False,Pass Incompletion,Rocco Becht pass incomplete to Brett Eskildsen,2025-10-11T19:40:37.000Z,-0.509512867657241
401756918101878903,4017569181,401756918,1,9,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 10, 'minutes': 12}",3.0,3.0,28,28,2,12,0,False,Pass Incompletion,Rocco Becht pass incomplete to Brett Eskildsen,2025-10-11T19:40:51.000Z,-0.7483847384060044
401756918101879305,4017569181,401756918,1,10,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 6, 'minutes': 12}",3.0,3.0,28,28,3,12,0,False,Pass Incompletion,Rocco Becht pass incomplete to Gabe Burkle,2025-10-11T19:42:12.000Z,-0.9817951087965966
401756918101899501,4017569182,401756918,2,4,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 4, 'minutes': 10}",3.0,3.0,12,88,4,3,0,False,Punt,"Damon Greaves punt for 41 yds, fair catch by Aiden Flora at the ISU 47",2025-10-11T19:46:13.000Z,
401756918101884701,4017569182,401756918,2,1,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 52, 'minutes': 11}",3.0,3.0,5,95,1,10,1,False,Rush,Micah Welch run for 1 yd to the COLO 6,2025-10-11T19:44:22.000Z,-0.2366836557094949
401756918101888301,4017569182,401756918,2,2,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 16, 'minutes': 11}",3.0,3.0,6,94,2,9,0,False,Rush,Kam Mikell run for no gain to the COLO 6,2025-10-11T19:45:03.000Z,-0.14672031898492666
401756918101896001,4017569182,401756918,2,3,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 39, 'minutes': 10}",3.0,3.0,6,94,3,9,6,False,Pass Reception,Kaidon Salter pass complete to Joseph Williams for 6 yds to the COLO 12,2025-10-11T19:45:37.000Z,0.04020637186125067
401756918101916901,4017569183,401756918,3,4,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 30, 'minutes': 8}",3.0,3.0,54,54,4,11,0,False,Punt,"Tyler Perkins punt for 41 yds, punt out-of-bounds at the COLO 13",2025-10-11T19:54:58.000Z,
401756918101904201,4017569183,401756918,3,1,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 57, 'minutes': 9}",3.0,3.0,53,53,1,10,3,False,Rush,Abu Sama III run for 3 yds to the 50 yard line,2025-10-11T19:49:38.000Z,-0.4117922810157673
401756918101907201,4017569183,401756918,3,2,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 27, 'minutes': 9}",3.0,3.0,50,50,2,7,5,False,Pass Reception,Rocco Becht pass complete to Ryver Peppers for 5 yds to the ISU 45,2025-10-11T19:50:20.000Z,0.09753726024425
401756918101909701,4017569183,401756918,3,3,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 2, 'minutes': 9}",3.0,3.0,55,55,3,12,1,False,Rush,Rocco Becht run for 1 yd to the ISU 46,2025-10-11T19:54:22.000Z,-0.39730202746781895
401756918101936501,4017569184,401756918,4,4,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 34, 'minutes': 6}",3.0,3.0,22,78,4,1,0,False,Punt,"Damon Greaves punt for 41 yds, fair catch by Aiden Flora at the ISU 37",2025-10-11T19:57:47.000Z,
401756918101917401,4017569184,401756918,4,1,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 25, 'minutes': 8}",3.0,3.0,13,87,1,10,1,False,Rush,Micah Welch run for 1 yd to the COLO 14,2025-10-11T19:55:52.000Z,-0.3371041738193785
401756918101925101,4017569184,401756918,4,2,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 48, 'minutes': 7}",3.0,3.0,14,86,2,9,6,False,Rush,Kaidon Salter run for 6 yds to the COLO 20,2025-10-11T19:56:34.000Z,0.12410327231423679
401756918101928301,4017569184,401756918,4,3,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 16, 'minutes': 7}",3.0,3.0,20,80,3,3,2,False,Rush,Micah Welch run for 2 yds to the COLO 22,2025-10-11T19:57:08.000Z,-0.18493267438312433
401756918101948101,4017569185,401756918,5,4,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 18, 'minutes': 5}",3.0,3.0,50,50,3,12,4,False,Penalty,"Iowa State Penalty, Ineligible Downfield on Pass (Yards) declined",2025-10-11T20:03:35.000Z,
401756918101949501,4017569185,401756918,5,5,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 4, 'minutes': 5}",3.0,3.0,46,46,4,8,0,False,Punt,Tyler Perkins punt for 36 yds,2025-10-11T20:04:22.000Z,
401756918101937801,4017569185,401756918,5,1,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 21, 'minutes': 6}",3.0,3.0,63,63,1,10,15,False,Pass Reception,Rocco Becht pass complete to Gabe Burkle for 15 yds to the COLO 48 for a 1ST down,2025-10-11T20:01:51.000Z,1.3642769572977933
401756918101939101,4017569185,401756918,5,2,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 8, 'minutes': 6}",3.0,3.0,48,48,1,10,0,False,Pass Incompletion,Rocco Becht pass incomplete to Xavier Townsend,2025-10-11T20:01:58.000Z,-1.0742999147475647
401756918101939701,4017569185,401756918,5,3,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,0,1,"{'seconds': 2, 'minutes': 6}",3.0,3.0,48,48,2,10,-2,False,Rush,Abu Sama III run for a loss of 2 yards to the 50 yard line,2025-10-11T20:02:36.000Z,-1.4174769839250425
401756918101984002,4017569186,401756918,6,9,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 59, 'minutes': 1}",3.0,3.0,72,28,1,10,15,False,Penalty,"(02:04) No Huddle-Shotgun Salter,Kaidon pass incomplete deep left to Miller,Omarion thrown to ISU00 PENALTY ISU Pass Interference (Taylor,Quentin) 15 yards from ISU28 to ISU13, 1ST DOWN. NO PLAY.",2025-10-11T20:14:57.000Z,
401756918101996901,4017569186,401756918,6,13,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 30, 'minutes': 0}",3.0,3.0,97,3,1,3,-5,False,Penalty,"PENALTY COLO False Start (Crisler,Zy) 5 yards from ISU03 to ISU08. NO PLAY.",2025-10-11T20:18:10.000Z,
401756918101999401,4017569186,401756918,6,14,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 5, 'minutes': 0}",2.0,3.0,92,8,1,8,0,False,Timeout,"Timeout Colorado, clock 00:05",2025-10-11T19:36:30.000Z,
401756918101999903,4017569186,401756918,6,16,Colorado,Big 12,7,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 0, 'minutes': 0}",2.0,3.0,97,3,0,10,3,False,End Period,End of 1st Quarter,2025-10-11T20:19:45.000Z,
401756918101949901,4017569186,401756918,6,1,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 0, 'minutes': 5}",3.0,3.0,10,90,1,10,0,False,Pass Incompletion,Kaidon Salter pass incomplete to Micah Welch,2025-10-11T20:05:19.000Z,-0.34929852451643395
401756918101954301,4017569186,401756918,6,2,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 56, 'minutes': 4}",3.0,3.0,10,90,2,10,0,False,Pass Incompletion,Kaidon Salter pass incomplete to Kam Mikell,2025-10-11T20:05:47.000Z,-0.15260394363025487
401756918101956101,4017569186,401756918,6,3,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 38, 'minutes': 4}",3.0,3.0,10,90,3,10,0,False,Pass Incompletion,Kaidon Salter pass incomplete to Joseph Williams,2025-10-11T20:07:50.000Z,-0.06553619706167702
401756918101956501,4017569186,401756918,6,4,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 34, 'minutes': 4}",3.0,3.0,23,77,1,10,24,False,Rush,Kaidon Salter run for 24 yds to the COLO 47 for a 1ST down,2025-10-11T20:10:25.000Z,2.115057660616089
401756918101959001,4017569186,401756918,6,5,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 9, 'minutes': 4}",3.0,3.0,47,53,1,10,3,False,Rush,Dallan Hayden run for 3 yds to the 50 yard line,2025-10-11T20:10:54.000Z,-0.4117922810157673
401756918101966701,4017569186,401756918,6,6,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 32, 'minutes': 3}",3.0,3.0,50,50,2,7,8,False,Pass Reception,Kaidon Salter pass complete to Omarion Miller for 8 yds to the ISU 42 for a 1ST down,2025-10-11T20:11:30.000Z,1.212156243016951
401756918101974501,4017569186,401756918,6,7,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 54, 'minutes': 2}",3.0,3.0,58,42,1,10,7,False,Pass Reception,Kaidon Salter pass complete to Sincere Brown for 7 yds to the ISU 35,2025-10-11T20:12:06.000Z,0.472919396686684
401756918101977501,4017569186,401756918,6,8,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 24, 'minutes': 2}",3.0,3.0,65,35,2,3,7,False,Rush,Kaidon Salter run for 7 yds to the ISU 28 for a 1ST down,2025-10-11T20:12:46.000Z,0.058001600747009
401756918101984601,4017569186,401756918,6,10,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 53, 'minutes': 1}",3.0,3.0,87,13,1,10,7,False,Rush,Micah Welch run for 7 yds to the ISU 6,2025-10-11T20:15:22.000Z,0.303353772724696
401756918101987901,4017569186,401756918,6,11,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 20, 'minutes': 1}",3.0,3.0,94,6,2,3,0,False,Pass Incompletion,Kaidon Salter pass incomplete to Micah Welch,2025-10-11T20:15:54.000Z,-0.422798769860634
401756918101988701,4017569186,401756918,6,12,Colorado,Big 12,0,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 12, 'minutes': 1}",3.0,3.0,94,6,3,3,3,False,Rush,Micah Welch run for 3 yds to the ISU 3 for a 1ST down,2025-10-11T20:16:36.000Z,1.193922479450448
401756918101999901,4017569186,401756918,6,15,Colorado,Big 12,7,Iowa State,Colorado,Iowa State,Big 12,0,1,"{'seconds': 0, 'minutes': 0}",2.0,3.0,92,8,1,8,8,True,Rushing Touchdown,Micah Welch run for 8 yds for a TD (Alejandro Mata KICK),2025-10-11T20:19:30.000Z,2.319599568699692
401756918102849902,4017569187,401756918,7,1,Colorado,Big 12,7,Iowa State,Colorado,Iowa State,Big 12,0,2,"{'seconds': 0, 'minutes': 15}",2.0,3.0,35,65,1,10,0,False,Kickoff,Buck Buchanan kickoff for 65 yds for a touchback,2025-10-11T00:00:00.000Z,
401756918102879901,4017569187,401756918,7,8,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,7,2,"{'seconds': 0, 'minutes': 12}",3.0,2.0,43,43,4,9,0,False,Punt,Tyler Perkins punt for 43 yds for a touchback,2025-10-11T20:28:53.000Z,
401756918102855101,4017569187,401756918,7,2,Iowa State,Big 12,0,Colorado,Colorado,Iowa State,Big 12,7,2,"{'seconds': 48, 'minutes': 14}",3.0,2.0,75,75,1,10,19,False,Pass Reception,Rocco Becht pass complete to Xavier Townsend for 19 yds to the ISU 44 for a 1ST down,2025-10-11T20:25:34.000Z,1.7075723383420156
